group_name,counterparty_registered_name,categories,source_systems,project_count_max,source_record_total,latest_base_date,priority_score,importance_level,coverage_note
신협(연무신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(영암신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(오산신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(울산남부신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(울산중앙신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(울산행복신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(위미신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(은평신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(의왕신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(일산신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(제민신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(제주신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(주성신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(중앙신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(청량리신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(청주상당신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(청주성동신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(한라신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(한우리신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(현대제철신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(홍성신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(화성제일신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협(희원신용협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
신협중앙회(남부천신용협동중앙회),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
썬트리,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
씨엘케이아이에스,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아디안 싱가포르,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아산나눔재단,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아스테이온제일차(SPC),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아우토스트라세,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아이엠단디에이치제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아이엠라이프생명보험,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아이엠인베스트제이차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아주캐피탈,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
아토모스리얼에스테이트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
안다인베스트먼트파트너스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
안다자산운용,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
어반웰스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에셀,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스가산,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스디디피제일차,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스디제오차,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스비센,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스엔유비아이제트1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스유씨플러스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스제이더블유인터네셔널,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에스케이디앤디,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에이아이에스독일제일차주식회사(메리츠증권),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에이치비저축은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에이치엔아이,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에이치플랜,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에이티넘인베스트먼트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에프엔십정2유동화전문 유한회사,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
에프엔프로젝트제이차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
엔에이치판교아이스퀘어제이차,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
엔피씨,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
엠디엠플러스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
엠에스퓨처,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
엠유에프지은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
예스코홀딩,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
오로라월드,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
우리,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
우리은행(캡스톤대출플랫폼일반사모투자신탁2호의 신탁업자),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
우리자산신탁,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
웰컴저축은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
유안타증권,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이노베스트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이든자산운용,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이베스트투자증권,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이수화학,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이스턴투자개발,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스170-2호(자펀드2),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스263호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스426의1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스KORIF사모부동산자투자신탁18A호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스경산로지스일반사모부동사투자신탁제1-1호(운용),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스경산스페셜시츄에이션일반사모부동산투자신탁제1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스국내PF재구조화1호(자),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스기회추구2-1호(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스기회추구2-2-1호(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스기회추구2호(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스네오밸류블라인드일반사모부동산투자신탁제1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스린,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스밸류리츠,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스사모부동산자투자신탁 43-1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스사모부동산자투자신탁 43-2호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스스트래티직일반사모부동산자투자신탁제1-2-3호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스아레나스케이엘아이피1사모부동산자투자회사,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산자투자신탁제125-2호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산자투자신탁제130-4호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산자투자신탁제130-5호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산자투자신탁제482호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산자투자신탁제562의1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산투자신탁156호,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산투자신탁460호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산투자신탁제454호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산투자신탁제462호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산투자신탁제473호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스일반사모부동산투자신탁제517의1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스장기안정형주거플랫폼일반사모부동산투자신탁제1호(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스장기지분형일반사모부동산자투자신탁1-1호(자펀드)(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스장기지분형일반사모부동산자투자신탁1-2호(자펀드)(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스장기지분형일반사모부동산자투자신탁1-3호(자펀드)(Blind),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스전문사모120호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스전문사모121호,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스전문투자형사모부동산투자신탁312호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스전문투자형사모부동산투자신탁384호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스전문투자형사모부동산투자신탁제411호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스제555호부동산일반사모투자회사,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스케이엘아이피1사모부동산자투자회사,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이지스해운대일반사모부동산투자신탁제1호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
이코노미쿠스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
인천도시공사,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
인컴앤그로스 2-4-4호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
장은혜,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
정석우(개인),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제이알디개발,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제이앤파트너인베스트먼트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제이온클로버,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제이와이제이제팔차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제이케이로지스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제이티저축은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제주중앙신용협동조합,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
제쿠먼인베스트먼트(유),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
젠스타메이트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
조은저축은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
주주대여,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
주택도시보증공사(주택도시기금),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
중국은행,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
쥐피아이제십구차,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
지아이비시스템제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
지에프인베스트먼트,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
지엠뉴욕(자금보충기관: 메리츠증권),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
지엠뉴욕제이차,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
지엠더원,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
지티에이,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
진흥기업,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
천호스테이션하우징(PFV),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
축협(강진완도축산농업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
축협(상주축산업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
축협(순천광양축산업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
축협(장흥축산업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
축협(함양산청축산업협동조합),,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
캡스톤일반사모부동산투자신탁35호(전문),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
케이비시그니쳐제일차유한회사,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
케이앤비개발,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
케이에이치엘제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
코리아신탁,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
쿠거인더주피에프브이(PFV),,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
쿼드에스알피제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
키움캐피탈,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
키움투자자산운용,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
키웨스트자산운용,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
투자자1,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
판교엠버제일차,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
펜토건설,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
프라임비전제일차,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
피벗플러스,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
피에스텍,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
하나레지던스2호,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
하나커넥트,,"['????(??)', 'FI']",lender_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
한국부동산에스앤디,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
한국산업단지공단,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
한국자산신탁,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
한국파마,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
한림개발,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
한미글로벌건축사사무소,,['?????(LP)'],beneficiary_snapshot,1,1,2025-11-30,11,Low,"Initial beneficiary/lender seed from local v0110. project_max=1, source_records=1"
