group_name,group_code,member_entities,source_systems,group_mapping_status,entity_count,role_count,latest_base_date,dominant_stakeholder_type
케이비시그니쳐제일차유한회사,group,케이비시그니쳐제일차유한회사,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
케이앤비개발,group,케이앤비개발,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
케이에이치엘제일차,group,케이에이치엘제일차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
케이티에스테이트,group,케이티에스테이트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
켄달스퀘어자산운용,group,켄달스퀘어자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
코리아신탁,group,코리아신탁,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
코리안리재보험,group,코리안리재보험,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
코리안리재보험(주),group,코리안리재보험(주),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
코어플랫폼1호(Blind),1_blind,코어플랫폼1호(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
쿠거인더주피에프브이(PFV),pfv,쿠거인더주피에프브이(PFV),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
쿼드에스알피제일차,group,쿼드에스알피제일차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
키움저축은행,group,키움저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
키움증권,group,키움증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
키움캐피탈,group,키움캐피탈,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
키움투자자산운용,group,키움투자자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
키웨스트자산운용,group,키웨스트자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
태영건설,group,태영건설,"beneficiary_snapshot,counterparty_seed",self,1,2,2025-11-30,운영/시공 파트너
태재홀딩스,group,태재홀딩스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
투자자1,1,투자자1,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
판교엠버제일차,group,판교엠버제일차,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
퍼시픽제33호전문사모부동산투자유한회사,33,퍼시픽제33호전문사모부동산투자유한회사,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
펜토건설,group,펜토건설,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
포스코A&C,a_c,포스코A&C,counterparty_seed,self,1,1,,운영/시공 파트너
포스코이앤씨,group,포스코이앤씨,counterparty_seed,self,1,1,,운영/시공 파트너
푸른덴셜생명보험,group,푸른덴셜생명보험,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
푸른인베스트먼트,group,푸른인베스트먼트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
푸른저축은행,group,푸른저축은행,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
푸본현대생명보험,group,푸본현대생명보험,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
프라임비전제일차,group,프라임비전제일차,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
피벗플러스,group,피벗플러스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
피에스텍,group,피에스텍,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
핀포인트,group,핀포인트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
하나,hana,하나 | 하나생명보험 | 하나손해보험 | 하나에프앤아이(하나F&I) | 하나은행 | 하나증권 | 하나캐피탈,"beneficiary_snapshot,lender_snapshot,t5t_dashboard",mapped,7,9,2026-04-17,펀드 수익자
하나레지던스2호,2,하나레지던스2호,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
하나커넥트,group,하나커넥트,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
하우징플랫폼(Blind),blind,하우징플랫폼(Blind),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
하인즈코리아투자자문,group,하인즈코리아투자자문,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국부동산에스앤디,group,한국부동산에스앤디,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국산업단지공단,group,한국산업단지공단,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국자산관리공사,group,한국자산관리공사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국자산신탁,group,한국자산신탁,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국저축은행,group,한국저축은행,t5t_dashboard,self,1,1,2026-04-13,금융기관(대주)
한국증권금융,group,한국증권금융,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
한국증권금융(신한부동산론전문투자형사모부동산투자신탁제2호의 신탁업자로서),2,한국증권금융(신한부동산론전문투자형사모부동산투자신탁제2호의 신탁업자로서),lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
한국지방재정공제회,group,한국지방재정공제회,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국투자부동산신탁,group,한국투자부동산신탁,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국투자저축은행,group,한국투자저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
한국투자증권,group,한국투자증권,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
한국투자캐피탈,group,한국투자캐피탈,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
한국파마,group,한국파마,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한국해양진흥공사,group,한국해양진흥공사,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한림 CM,cm,한림 CM,counterparty_seed,self,1,1,,운영/시공 파트너
한림개발,group,한림개발,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한미글로벌,group,한미글로벌,counterparty_seed,self,1,1,,운영/시공 파트너
한미글로벌건축사사무소,group,한미글로벌건축사사무소,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한성저축은행,group,한성저축은행,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한세실업,group,한세실업,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한세예스24홀딩스,24,한세예스24홀딩스,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한신공영,group,한신공영,counterparty_seed,self,1,1,,운영/시공 파트너
한전,group,한전,t5t_dashboard,self,1,1,2026-03-03,공공/행정기관
한중건설,group,한중건설,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한화,group,한화,counterparty_seed,self,1,1,,운영/시공 파트너
한화건설,group,한화건설,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한화생명,group,한화생명,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
한화생명보험,group,한화생명보험,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한화손해보험,group,한화손해보험,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
한화저축은행,group,한화저축은행,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
한화투자증권,group,한화투자증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한화투자증권(A),a,한화투자증권(A),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한화투자증권(C-i),c_i,한화투자증권(C-i),beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
한화호텔앤드리조트,group,한화호텔앤드리조트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
해비치호텔앤드리조트,group,해비치호텔앤드리조트,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
해안,group,해안,counterparty_seed,self,1,1,,운영/시공 파트너
헤리티지자산운용,group,헤리티지자산운용,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
현대건설,group,현대건설,"beneficiary_snapshot,counterparty_seed",self,1,2,2025-11-30,운영/시공 파트너
현대산업개발,group,현대산업개발,counterparty_seed,self,1,1,,운영/시공 파트너
현대아산,group,현대아산,counterparty_seed,self,1,1,,운영/시공 파트너
현대엔지니어링,group,현대엔지니어링,counterparty_seed,self,1,1,,운영/시공 파트너
현대인베스트먼트자산운용㈜ 1호 펀드,1,현대인베스트먼트자산운용㈜ 1호 펀드,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
현대차정몽구재단,group,현대차정몽구재단,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
현대차증권,group,현대차증권,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
현대카드,group,현대카드,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
현대캐피탈,group,현대캐피탈,"beneficiary_snapshot,lender_snapshot,t5t_dashboard",self,1,3,2026-04-17,금융기관(대주)
현대커머셜,group,현대커머셜,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
현대해상화재보험,group,현대해상화재보험,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
호텔롯데,group,호텔롯데,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
홈플러스,group,홈플러스,t5t_dashboard,self,1,1,2026-04-12,임차인
홍콩상하이은행,group,홍콩상하이은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
효성중공업,group,효성중공업,counterparty_seed,self,1,1,,운영/시공 파트너
효성캐피탈,group,효성캐피탈,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
휴온스글로벌,group,휴온스글로벌,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
흥국생명보험,group,흥국생명보험,"beneficiary_snapshot,lender_snapshot",self,1,2,2025-11-30,금융기관(대주)
흥국저축은행,group,흥국저축은행,lender_snapshot,self,1,1,2025-11-30,금융기관(대주)
흥국화재해상보험,group,흥국화재해상보험,beneficiary_snapshot,self,1,1,2025-11-30,펀드 수익자
희림,group,희림,counterparty_seed,self,1,1,,운영/시공 파트너
