entity_role_id,entity_id,canonical_name,stakeholder_group_code,stakeholder_group_name,stakeholder_type_code,stakeholder_type_name,stakeholder_subtype_code,stakeholder_subtype_name,source_system,source_role_label,source_records,project_count,latest_base_date,owner_department,owner_manager,raw_type_label,raw_class_label,t5t_type_name,confidence,status,notes
SH000097-R01,SH000097,KT,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,1,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33d8ced43c4780ea9b7af518cd984c14
SH000098-R01,SH000098,KT&G,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,2,2,2025-11-30,"229호TF,글로벌운용전략",나혜윤,일반투자자,일반기업,기관투자자(LP),0.95,active,
SH000099-R01,SH000099,LG CNS,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,2,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33d8ced43c4780cb9abaf50fc9f76ffa
SH000100-R01,SH000100,LG U+,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,0,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33e8ced43c478025bf0de934af89a457
SH000101-R01,SH000101,LG전자,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,3,1,2026-04-13,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000102-R01,SH000102,LS전선,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,2,,,홍창의; 홍장군,시공사,,,0.98,active,https://www.notion.so/33e8ced43c47801db4b7e55c984cbce3
SH000103-R01,SH000103,LX판토스,occupier_customer,임차/사용자,tenant,임차인,tenant_unknown,임차인 일반,t5t_dashboard,임차인,3,1,2026-04-06,,,임차인,,임차인,0.75,active,T5T 로그 키워드 기반 식별
SH000104-R01,SH000104,M&G (APF 1 S.a.r.l),financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,3,1,2025-11-30,자산관리2파트3,김나현,,기타,금융기관(대주),0.95,active,
SH000104-R02,SH000104,M&G (APF 1 S.a.r.l),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,김나현,,,기관투자자(LP),0.8,active,
SH000105-R01,SH000105,M&G (APF 2 S.a.r.l),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,김나현,,,기관투자자(LP),0.8,active,
SH000106-R01,SH000106,M&G(TS ASIA),capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,이우석,,,기관투자자(LP),0.8,active,
SH000107-R01,SH000107,MG새마을금고,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,37,5,2025-11-30,자산관리2파트3,김나현,,상호금융,금융기관(대주),0.95,active,
SH000107-R02,SH000107,MG새마을금고,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,bank,은행,beneficiary_snapshot,수익자,3,3,2025-11-30,글로벌펀드운용1,이수현,전문투자자,은행,기관투자자(LP),0.95,active,
SH000108-R01,SH000108,MG새마을금고(용인중앙),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트3,이우석,,상호금융,금융기관(대주),0.95,active,
SH000109-R01,SH000109,MG새마을금고(이태원1동),financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트3,이우석,,상호금융,금융기관(대주),0.95,active,
SH000110-R01,SH000110,MG새마을금고대주단,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,6,3,2025-11-30,자산관리2파트3,이우석,,상호금융,금융기관(대주),0.95,active,
SH000111-R01,SH000111,MG새마을금고중앙회,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,5,5,2025-11-30,자산관리3파트1,정준우,,상호금융,금융기관(대주),0.95,active,
SH000111-R02,SH000111,MG새마을금고중앙회,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,조합,beneficiary_snapshot,수익자,3,3,2025-11-30,글로벌운용전략,김종수,전문투자자,조합,기관투자자(LP),0.95,active,
SH000112-R01,SH000112,MG캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,1,1,2025-11-30,개발관리실,최성현,,여전사,금융기관(대주),0.95,active,
SH000113-R01,SH000113,Morgan stanley,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,이상렬,,,기관투자자(LP),0.8,active,
SH000114-R01,SH000114,NH농협생명보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,8,8,2025-11-30,글로벌펀드운용1,이수현,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000114-R02,SH000114,NH농협생명보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,6,6,2025-11-30,자산관리3파트2,이우석,,보험사,금융기관(대주),0.95,active,
SH000115-R01,SH000115,NH농협손해보험,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,insurance_company,보험사,beneficiary_snapshot,수익자,3,3,2025-11-30,자산관리2파트1,이경훈,전문투자자,보험사,기관투자자(LP),0.95,active,
SH000115-R02,SH000115,NH농협손해보험,financing_partner,금융 파트너,lender,금융기관(대주),insurance_company,보험사,lender_snapshot,대주,1,1,2025-11-30,개발,임한솔,,보험사,금융기관(대주),0.95,active,
SH000116-R01,SH000116,NH농협은행,financing_partner,금융 파트너,lender,금융기관(대주),mutual_finance,상호금융,lender_snapshot,대주,7,6,2025-11-30,자산관리1파트2,최성현,,상호금융,금융기관(대주),0.95,active,
SH000116-R02,SH000116,NH농협은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,2,2025-11-30,CM그룹,박현우,,,기관투자자(LP),0.8,active,
SH000117-R01,SH000117,NH농협캐피탈,financing_partner,금융 파트너,lender,금융기관(대주),specialized_credit_finance,여전사,lender_snapshot,대주,6,6,2025-11-30,자산관리3파트2,정승우,,여전사,금융기관(대주),0.95,active,
SH000117-R02,SH000117,NH농협캐피탈,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,리스사,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용3,김규식,전문투자자,리스사,기관투자자(LP),0.95,active,
SH000118-R01,SH000118,NH저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,1,1,2025-11-30,IOTA TF,조영비,,저축은행,금융기관(대주),0.95,active,
SH000119-R01,SH000119,NH투자증권,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,securities_company,증권사,beneficiary_snapshot,수익자,13,9,2025-11-30,DC사업실,주현식,전문투자자,증권사,기관투자자(LP),0.95,active,
SH000119-R02,SH000119,NH투자증권,financing_partner,금융 파트너,lender,금융기관(대주),securities_company,증권사,lender_snapshot,대주,7,4,2025-11-30,투자솔루션그룹,이승철,,증권사,금융기관(대주),0.95,active,
SH000120-R01,SH000120,NH헤지자산운용,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,펀드,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌펀드운용2,신윤아,전문투자자,펀드,기관투자자(LP),0.95,active,
SH000121-R01,SH000121,NPS,capital_partner,자본 파트너,institutional_lp,기관투자자(LP),lp_unknown,LP 일반,t5t_dashboard,기관투자자(LP),7,2,2026-04-12,,,기관투자자(LP),,기관투자자(LP),0.75,active,T5T 로그 키워드 기반 식별
SH000122-R01,SH000122,NTI,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,0,2025-11-30,헤지펀드운용파트,유윤재,전문투자자,일반기업,기관투자자(LP),0.95,active,
SH000123-R01,SH000123,NUBIRA PTE. LTD.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,2,1,2025-11-30,자산관리2파트4,임지영,,,기관투자자(LP),0.8,active,
SH000124-R01,SH000124,North Sky Luge No 4 Limited,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트3,이우석,,,기관투자자(LP),0.8,active,
SH000125-R01,SH000125,Nuveen,strategic_partner,전략/해외 파트너,overseas_partner,해외 파트너,overseas_partner_unknown,해외 파트너 일반,t5t_dashboard,해외 파트너,1,0,2026-04-12,,,해외 파트너,,해외 파트너,0.75,active,T5T 로그 키워드 기반 식별
SH000126-R01,SH000126,Nuveen Group Holdings Limited,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,asset_manager,자산운용사,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트2,박용범,전문투자자,자산운용사,기관투자자(LP),0.95,active,
SH000127-R01,SH000127,OCBC Bank,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트3,김나현,,은행,금융기관(대주),0.95,active,
SH000128-R01,SH000128,OSB저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,1,1,2025-11-30,사업,박세민,,저축은행,금융기관(대주),0.95,active,
SH000129-R01,SH000129,Pinnacle Eagle Ltd.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트4,임지영,,,기관투자자(LP),0.8,active,
SH000130-R01,SH000130,Pinnacle KR Asset PTE.LTD,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트4,김유리,,,기관투자자(LP),0.8,active,
SH000131-R01,SH000131,RECO JUNIPER PRIVATE LIMITED,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,기타,beneficiary_snapshot,수익자,2,2,2025-11-30,자산관리3파트1,문승현,전문투자자,기타,기관투자자(LP),0.95,active,
SH000132-R01,SH000132,Reco Marigold Private Limited.,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,기타,beneficiary_snapshot,수익자,3,3,2025-11-30,로지스틱스매니지먼트,이정훈B,전문투자자,기타,기관투자자(LP),0.95,active,
SH000133-R01,SH000133,Rsquare,advisor_intermediary,자문/중개,advisor,주간사/자문,advisor_unknown,자문 일반,t5t_dashboard,주간사/자문,1,1,2026-03-03,,,주간사/자문,,주간사/자문,0.75,active,T5T 로그 키워드 기반 식별
SH000134-R01,SH000134,SBI저축은행,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,상호 저축은행 및 기타 저축기관,beneficiary_snapshot,수익자,3,1,2025-11-30,헤지펀드운용파트,오지원,전문투자자,상호 저축은행 및 기타 저축기관,기관투자자(LP),0.95,active,
SH000134-R02,SH000134,SBI저축은행,financing_partner,금융 파트너,lender,금융기관(대주),savings_bank,저축은행,lender_snapshot,대주,3,3,2025-11-30,자산관리2파트1,이경훈,,저축은행,금융기관(대주),0.95,active,
SH000135-R01,SH000135,SC제일은행,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,3,2,2025-11-30,상장리츠파트,박상훈,,은행,금융기관(대주),0.95,active,
SH000136-R01,SH000136,SGC E&C,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,1,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c4780d78d2bdb2b14c0e49c
SH000137-R01,SH000137,SKB,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,operator,운영사,counterparty_seed,Operator,1,1,,,홍창의,Operator,,,0.98,active,https://www.notion.so/33e8ced43c478075bdf1c88869ae62fb
SH000138-R01,SH000138,SK디앤디,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리1파트1,김수현,,일반기업,기관투자자(LP),0.95,active,
SH000139-R01,SH000139,SK에코플랜트,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,contractor,시공사,counterparty_seed,시공사,1,0,,,,시공사,,,0.98,active,https://www.notion.so/33d8ced43c47801fbdd1ee5a7925b173
SH000140-R01,SH000140,SPC,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,3,1,2025-11-30,사업,박세민,,기타,금융기관(대주),0.95,active,
SH000141-R01,SH000141,STAK,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,designer,설계사,counterparty_seed,설계사,1,2,,,홍창의,설계사,,,0.98,active,https://www.notion.so/33e8ced43c47803480c6cd1a9789efc6
SH000142-R01,SH000142,TDH2,financing_partner,금융 파트너,lender,금융기관(대주),lender_unknown,기타,lender_snapshot,대주,1,1,2025-11-30,자산관리2파트2,이단비,,기타,금융기관(대주),0.95,active,
SH000143-R01,SH000143,TTN,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,corporate,일반기업,beneficiary_snapshot,수익자,1,1,2025-11-30,글로벌운용전략,김종수,일반투자자,일반기업,기관투자자(LP),0.95,active,
SH000144-R01,SH000144,Tow Heng Tan,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,자산관리2파트4,김유리,,,기관투자자(LP),0.8,active,
SH000145-R01,SH000145,WSP,project_partner,운영/시공 파트너,operator_contractor,운영/시공 파트너,cm,CM,counterparty_seed,CM,1,2,,,,CM,,,0.98,active,https://www.notion.so/33d8ced43c4780348004eab52bdf2c48
SH000146-R01,SH000146,Washington D.C.,strategic_partner,전략/해외 파트너,overseas_partner,해외 파트너,overseas_partner_unknown,해외 파트너 일반,t5t_dashboard,해외 파트너,1,0,2026-01-14,,,해외 파트너,,해외 파트너,0.75,active,T5T 로그 키워드 기반 식별
SH000147-R01,SH000147,Woodies,strategic_partner,전략/해외 파트너,overseas_partner,해외 파트너,overseas_partner_unknown,해외 파트너 일반,t5t_dashboard,해외 파트너,2,0,2026-03-26,,,해외 파트너,,해외 파트너,0.75,active,T5T 로그 키워드 기반 식별
SH000148-R01,SH000148,Woori 아메리카,financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,2,1,2025-11-30,개발관리실,최성현,,은행,금융기관(대주),0.95,active,
SH000149-R01,SH000149,YG자산개발 및 개인3인,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,individual,개인,beneficiary_snapshot,수익자,1,1,2025-11-30,라이프리빙파트,심동민,일반투자자,개인,기관투자자(LP),0.95,active,
SH000150-R01,SH000150,Yeongdong(Korea)Pte.Ltd,capital_partner,자본 파트너,fund_beneficiary,펀드 수익자,beneficiary_unknown,수익자 일반,beneficiary_snapshot,수익자,1,1,2025-11-30,로지스틱스매니지먼트,이정훈B,,,기관투자자(LP),0.8,active,
SH000151-R01,SH000151,"iM뱅크(구, DGB대구은행)",financing_partner,금융 파트너,lender,금융기관(대주),bank,은행,lender_snapshot,대주,8,8,2025-11-30,자산관리2파트4,이경훈,,은행,금융기관(대주),0.95,active,
