relationship_status,asset_name,fund_name,project_name,asset_address,fund_asset_name,asset_kind,asset_type,fund_status,project_status,missing_parts,asset_id,fund_id,project_id,fund_short_name,fund_sector,project_type,fund_relation_type,project_relation_type,fund_exposure_role,fund_directness,fund_relation_confidence,project_relation_confidence,fund_lookup_status,project_lookup_status,project_lookup_source,fund_relation_source_table,fund_relation_source_id,project_relation_source_table,project_relation_source_id,asset_review_status,asset_source_confidence,current_asset_name,proposed_asset_name,asset_name_resolution_status,asset_name_action,is_fund_or_vehicle_fallback_asset,direct_fund_asset_candidates,same_fund_underlying_candidates,fund_asset_field_candidates,project_name_candidates,alias_name_candidates,drawer_behavior_hint
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(1-1종),서여의도 임대주택 개발사업,"서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,설정 후,,ast_146d3e80165b,120089,project_notion_3258ced4-3c47-814e-8248-f4ca04db3fd1,395호(1-1종),주거,Project,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,projects,funds,120089,projects,project_notion_3258ced4-3c47-814e-8248-f4ca04db3fd1,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(1-1종),서여의도 임대주택 개발사업,"서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,시작 전,,ast_146d3e80165b,120089,project_notion_3268ced4-3c47-814f-a040-f961b6e01c72,395호(1-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,projects,funds,120089,projects,project_notion_3268ced4-3c47-814f-a040-f961b6e01c72,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(1-1종),서여의도 임대주택 개발사업,"서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,,,ast_146d3e80165b,120089,112514,395호(1-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,asset_project_links.metadata,funds,120089,projects,112514,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(1-1종),"신동해빌딩, NICE2사옥","서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,,,ast_146d3e80165b,120089,112515,395호(1-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,asset_project_links.metadata,funds,120089,projects,112515,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(1-1종),"신동해빌딩, NICE2사옥","서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,,,ast_146d3e80165b,120089,112516,395호(1-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,asset_project_links.metadata,funds,120089,projects,112516,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(2-1종),서여의도 임대주택 개발사업,"서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,설정 후,,ast_146d3e80165b,120090,project_notion_3258ced4-3c47-814e-8248-f4ca04db3fd1,395호(2-1종),주거,Project,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,projects,funds,120090,projects,project_notion_3258ced4-3c47-814e-8248-f4ca04db3fd1,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(2-1종),서여의도 임대주택 개발사업,"서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,시작 전,,ast_146d3e80165b,120090,project_notion_3268ced4-3c47-814f-a040-f961b6e01c72,395호(2-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,projects,funds,120090,projects,project_notion_3268ced4-3c47-814f-a040-f961b6e01c72,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(2-1종),서여의도 임대주택 개발사업,"서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,,,ast_146d3e80165b,120090,112514,395호(2-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,asset_project_links.metadata,funds,120090,projects,112514,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(2-1종),"신동해빌딩, NICE2사옥","서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,,,ast_146d3e80165b,120090,112515,395호(2-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,asset_project_links.metadata,funds,120090,projects,112515,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,"신동해빌딩, NICE2사옥",이지스제395호전문투자형사모부동산투자유한회사(2-1종),"신동해빌딩, NICE2사옥","서울특별시 영등포구 여의도동 15-3, 15-28",,physical_asset,주거,운용,,,ast_146d3e80165b,120090,112516,395호(2-1종),주거,,inferred_underlying_asset,related_project,direct_owner,inferred_direct,0.95,0.95,resolved,resolved,asset_project_links.metadata,funds,120090,projects,112516,verified,0.94,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",current_asset_name_ok,keep,false,"신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥",신동해빌딩 | NICE2사옥,"서여의도 임대주택 개발사업 | 신동해빌딩, NICE2사옥","신동해빌딩, NICE2사옥 | 서여의도 임대주택 개발사업",entity_click_opens_asset_fund_project_picker
missing_one_or_more_names,PASEO 신주쿠,,,일본 도쿄도 23구 내,,physical_asset,,,,fund_name; project_name,ast_14c10f336834,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,PASEO 신주쿠,PASEO 신주쿠,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,151호 수익증권(재간접),,,열우물로 90,,physical_asset,주거,,,fund_name; project_name,ast_14eb09ddf188,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,151호 수익증권(재간접),151호 수익증권(재간접),current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
asset_fund_project_connected,마제스타시티타워1,이지스일반사모부동산투자신탁100호,마제스타시티타워1,서울특별시 서초구 서초동 1501-1,마제스타시티타워1,physical_asset,오피스,청산,,,ast_14f3dd9eb1f9,112101,112101,100호,오피스,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57976,projects,112101,verified,0.94,마제스타시티타워1,마제스타시티타워1,current_asset_name_ok,keep,false,마제스타시티타워1,마제스타시티타워1,마제스타시티타워1,마제스타시티타워1,마제스타시티타워1,entity_click_opens_detail
missing_one_or_more_names,롯데백화점분당점,,,경기도 성남시 분당구 수내동 14,,physical_asset,오피스복합,,,fund_name; project_name,ast_15237c00f653,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,롯데백화점분당점,롯데백화점분당점,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
asset_fund_project_connected,GLP Europe Income/Development Partners I,이지스글로벌일반사모부동산투자신탁 159호,GLP Europe Income/Development Partners I,,GLP Europe Income/Development Partners I,physical_asset,오피스복합,운용,설정 후,,ast_15470fbdefbf,112173,project_notion_3258ced4-3c47-81bb-bffe-f5da57c16046,159호,기타,Project,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,projects,fund_assets,58041,projects,project_notion_3258ced4-3c47-81bb-bffe-f5da57c16046,verified,0.94,GLP Europe Income/Development Partners I,GLP Europe Income/Development Partners I,current_asset_name_ok,keep,false,GLP Europe Income/Development Partners I,GLP Europe Income/Development Partners I,GLP Europe Income | Development Partners I,GLP Europe Income/Development Partners I,GLP Europe Income/Development Partners I,asset_click_opens_project_list
asset_fund_project_connected,GLP Europe Income/Development Partners I,이지스글로벌일반사모부동산투자신탁 159호,GLP Europe Income/Development Partners I,,GLP Europe Income/Development Partners I,physical_asset,오피스복합,운용,,,ast_15470fbdefbf,112173,112173,159호,기타,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58041,projects,112173,verified,0.94,GLP Europe Income/Development Partners I,GLP Europe Income/Development Partners I,current_asset_name_ok,keep,false,GLP Europe Income/Development Partners I,GLP Europe Income/Development Partners I,GLP Europe Income | Development Partners I,GLP Europe Income/Development Partners I,GLP Europe Income/Development Partners I,asset_click_opens_project_list
asset_fund_project_connected,삼성중공업판교R&D센터,이지스롱웨일1호위탁관리부동산투자회사,삼성중공업 판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,설정 후,,ast_156c375e17dc,R00013,project_notion_3258ced4-3c47-8123-9b77-e65b40d81060,R롱웨일1호,오피스,Project,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,projects,fund_assets,58766,projects,project_notion_3258ced4-3c47-8123-9b77-e65b40d81060,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스롱웨일1호위탁관리부동산투자회사,삼성중공업 판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,시작 전,,ast_156c375e17dc,R00013,project_notion_3268ced4-3c47-8190-bf32-fc7d759939c2,R롱웨일1호,오피스,,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,projects,fund_assets,58766,projects,project_notion_3268ced4-3c47-8190-bf32-fc7d759939c2,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스롱웨일1호위탁관리부동산투자회사,삼성중공업 판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,,,ast_156c375e17dc,R00013,120058,R롱웨일1호,오피스,,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58766,projects,120058,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스롱웨일1호위탁관리부동산투자회사,삼성중공업판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,,,ast_156c375e17dc,R00013,R00013,R롱웨일1호,오피스,,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58766,projects,R00013,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스장기지분형일반사모부동산투자신탁제1-2호,삼성중공업 판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,설정 후,,ast_156c375e17dc,120058,project_notion_3258ced4-3c47-8123-9b77-e65b40d81060,장기지분형1-2호,지분증권,Project,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,projects,fund_assets,58646,projects,project_notion_3258ced4-3c47-8123-9b77-e65b40d81060,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스장기지분형일반사모부동산투자신탁제1-2호,삼성중공업 판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,시작 전,,ast_156c375e17dc,120058,project_notion_3268ced4-3c47-8190-bf32-fc7d759939c2,장기지분형1-2호,지분증권,,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,projects,fund_assets,58646,projects,project_notion_3268ced4-3c47-8190-bf32-fc7d759939c2,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스장기지분형일반사모부동산투자신탁제1-2호,삼성중공업 판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,,,ast_156c375e17dc,120058,120058,장기지분형1-2호,지분증권,,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58646,projects,120058,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,삼성중공업판교R&D센터,이지스장기지분형일반사모부동산투자신탁제1-2호,삼성중공업판교R&D센터,경기도 성남시 분당구 삼평동 615,삼성중공업판교R&D센터,physical_asset,,운용,,,ast_156c375e17dc,120058,R00013,장기지분형1-2호,지분증권,,underlying_asset,related_project,direct_owner,direct,0.98,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58646,projects,R00013,auto_created,0.98,삼성중공업판교R&D센터,삼성중공업판교R&D센터,current_asset_name_ok,keep,false,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업판교R&D센터,삼성중공업 판교R&D센터,삼성중공업판교R&D센터,entity_click_opens_asset_fund_project_picker
missing_one_or_more_names,시그니쳐타워,,,서울특별시 중구 수표동 99,,physical_asset,오피스,,,fund_name; project_name,ast_15f689589eb3,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,시그니쳐타워,시그니쳐타워,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,Brookfield Super-Core Infrastructure Partners,,,,,physical_asset,,,,fund_name; project_name,ast_162787785646,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,Brookfield Super-Core Infrastructure Partners,Brookfield Super-Core Infrastructure Partners,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,영등포역 오피스텔 개발사업,,,서울특별시 영등포구 영등포동1가 143-3,,physical_asset,주거,,,fund_name; project_name,ast_16a56a088f89,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,영등포역 오피스텔 개발사업,영등포역 오피스텔 개발사업,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,"Pantheon Viking Co-Invest LP, NMP V",,,,,physical_asset,,,,fund_name; project_name,ast_16fa6fcbebcc,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,"Pantheon Viking Co-Invest LP, NMP V","Pantheon Viking Co-Invest LP, NMP V",current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,Courtyard Raleigh Midtown,,,1041 Wake Towne Drive,,physical_asset,호텔,,,fund_name; project_name,ast_177a1b236451,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,Courtyard Raleigh Midtown,Courtyard Raleigh Midtown,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,"국내 상장 리츠, 리츠IPO",,,,,physical_asset,,,,fund_name; project_name,ast_17859af0b93a,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,"국내 상장 리츠, 리츠IPO","국내 상장 리츠, 리츠IPO",current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
missing_one_or_more_names,Tori Di Quartesolo,이지스글로벌일반사모부동산투자신탁335호,,"Veneto, Vicenza, Italy","San Mauro Torinese, Carugate, Verona, Tori Di Quartesolo, Campegine, Camplogalliano, Bologna Interporto",physical_asset,물류센터,청산,,project_name,ast_179a3e793b6f,112401,,335호,물류,,underlying_asset,,direct_owner,direct,0.94,,resolved,no_project_link,no_project_link,fund_assets,58220,,,verified,0.94,Tori Di Quartesolo,Tori Di Quartesolo,current_asset_name_ok,keep,false,Tori Di Quartesolo,Carugate | San Mauro Torinese | Campegine | Camplogalliano | Bologna Interporto | Verona | Tori Di Quartesolo,San Mauro Torinese | Carugate | Verona | Tori Di Quartesolo | Campegine | Camplogalliano | Bologna Interporto,,"Tori Di Quartesolo | San Mauro Torinese, Carugate, Verona, Tori Di Quartesolo, Campegine, Camplogalliano, Bologna Interporto",entity_click_opens_detail
missing_one_or_more_names,Spring Creek Towers,,,"1255 Granville Payne Ave, Brooklyn, NY",,physical_asset,,,,fund_name; project_name,ast_17d191ea5a3f,,,,,,,,,,,,no_fund_link,no_project_link,no_project_link,,,,,verified,,Spring Creek Towers,Spring Creek Towers,current_asset_name_ok,keep,false,,,,,,entity_click_opens_detail
asset_fund_project_connected,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,이지스NPL일반사모부동산투자신탁1호,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,-,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,physical_asset,특별자산,청산,,,ast_17db161a53b5,112082,112082,NPL1호,NPL,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57958,projects,112082,verified,0.94,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,current_asset_name_ok,keep,false,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,이지스NPL일반사모부동산투자신탁1호,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,-,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,physical_asset,특별자산,청산,,,ast_17db161a53b5,112082,112307,NPL1호,NPL,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,57958,projects,112307,verified,0.94,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,current_asset_name_ok,keep,false,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,이지스NPL일반사모부동산투자신탁제2호,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,-,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,physical_asset,특별자산,청산,,,ast_17db161a53b5,112307,112082,NPL2호,NPL,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58150,projects,112082,verified,0.94,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,current_asset_name_ok,keep,false,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,entity_click_opens_asset_fund_project_picker
asset_fund_project_connected,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,이지스NPL일반사모부동산투자신탁제2호,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,-,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,physical_asset,특별자산,청산,,,ast_17db161a53b5,112307,112307,NPL2호,NPL,,underlying_asset,related_project,direct_owner,direct,0.94,0.95,resolved,resolved,asset_project_links.metadata,fund_assets,58150,projects,112307,verified,0.94,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,current_asset_name_ok,keep,false,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,부실채권을 기초자산으로 하는 SPC의 출자지분 및 사채,entity_click_opens_asset_fund_project_picker
